name;email;color;salary;isActive
Bonnie;Delores_Johnston-Grady8@gmail.com;#451138;7400;true
Wava;Khalil_Fritsch72@yahoo.com;#255317;2387;false
Leone;Tamara.Dibbert72@yahoo.com;#592737;7156;false
Abbie;Francesco52@yahoo.com;#693f58;8941;true
Alisha;Alysson.Jones@hotmail.com;#5a1208;8990;true
Savion;Opal_McLaughlin@yahoo.com;#7c006f;2907;true
Monty;Emery_Smitham@gmail.com;#191e53;4606;true
Dolores;Brenna.Heidenreich88@gmail.com;#7d7827;0870;false
Aditya;Camren11@yahoo.com;#52722d;7514;false
Pinkie;Vida.Denesik61@hotmail.com;#3e5a73;5698;false
Norris;Ransom.Beahan58@hotmail.com;#705904;8357;true
Kiera;Riley.Parker@gmail.com;#7e0844;9557;true
Wyatt;Dorthy96@yahoo.com;#06667e;7988;true
Emory;Hester.Hoeger@yahoo.com;#3e1e1f;8807;false
Gerhard;Jayce.Armstrong56@hotmail.com;#497b64;5616;false
Sierra;Junior_Lind@yahoo.com;#4e6161;8748;true
Rocio;Charley_Schmidt-Effertz0@hotmail.com;#03092f;6831;true
Amari;Olen_Skiles@yahoo.com;#3a3954;3176;true
Antonia;Bryana21@yahoo.com;#1d3053;9162;true
Ewell;Ernie2@yahoo.com;#666278;0645;true
Madge;Korey54@gmail.com;#396926;8002;true
Jettie;Gudrun69@gmail.com;#486925;2687;true
Teagan;Alexa11@gmail.com;#72445d;7586;true
Rowena;Monserrate66@gmail.com;#2d467f;1230;false
Addison;Josh38@gmail.com;#507d4f;7725;false
Reese;Humberto_Jerde47@yahoo.com;#4b3745;1023;false
Avery;Antoinette41@yahoo.com;#086479;7845;false
Lera;Magnolia_Rogahn81@hotmail.com;#7f6312;3936;false
Mohammed;Conrad_Connelly@hotmail.com;#181d17;2087;true
Jett;Christiana.Pacocha8@gmail.com;#502047;5347;true
Braden;Icie11@gmail.com;#3b4224;2457;false
Madaline;Rylan92@hotmail.com;#583f4f;9645;true
Camylle;Jerrod_Rutherford@gmail.com;#1c1d11;7297;false
Corene;Tianna_Heathcote90@gmail.com;#787a0f;3614;true
Deon;Emil.Price@hotmail.com;#30345d;7164;false
Jennie;Araceli_Labadie@yahoo.com;#376f1e;8957;true
Emile;Ari.Krajcik@yahoo.com;#3b3242;8806;false
Shakira;Cedrick.Douglas21@gmail.com;#493e0f;8720;true
Andreanne;Trisha43@yahoo.com;#357930;7822;false
Itzel;Fidel42@yahoo.com;#5e5644;4358;false
Carlie;Aidan38@hotmail.com;#741d51;6407;false
Mariah;Haven59@hotmail.com;#30082d;5145;true
Troy;Marc_Wyman41@gmail.com;#1c1950;1028;false
Kayla;Destini48@hotmail.com;#4b175f;9866;true
Nikita;Joey.Bernhard11@hotmail.com;#5c2837;4169;false
Herminia;Bennie31@hotmail.com;#1d6c76;3143;false
Arthur;Pablo.Leannon28@hotmail.com;#315313;7883;true
Hunter;Philip_Bayer66@hotmail.com;#0a6779;9368;true
Hardy;Stephanie_Dickinson9@hotmail.com;#56464e;1583;true
Ozella;Marilyne.Weber63@yahoo.com;#4f3919;6967;true
Xzavier;Sydni70@hotmail.com;#1f1e3c;2543;true
Elnora;Grant.Bradtke@gmail.com;#164230;5679;true
Kevin;Dee95@gmail.com;#6c7724;9395;false
Donnie;Kattie_Marvin21@gmail.com;#64766b;5313;false
Jailyn;Madelynn.Hauck@yahoo.com;#781f75;3193;true
Rozella;Verona96@hotmail.com;#6d6527;9163;true
Roselyn;Luther97@yahoo.com;#0f2f6d;1538;false
Macey;Anabel.Metz68@gmail.com;#7a2275;1448;true
Emory;Pink61@yahoo.com;#563f68;6160;true
Nettie;Ayana.Conroy14@gmail.com;#52466e;8066;false
Eldred;Joy.McDermott@yahoo.com;#6b1d5a;1218;true
Vincenzo;Lizzie22@hotmail.com;#1d2c68;7269;false
Deven;Freida97@gmail.com;#166216;0138;false
Hipolito;Jaclyn6@gmail.com;#456680;8274;true
Cassie;Maeve_Schimmel@gmail.com;#64041b;9812;true
Adah;Ellie.OKeefe@hotmail.com;#411c10;8703;true
Myra;Raul_Schowalter33@gmail.com;#746561;5089;false
Garrick;Tyra54@yahoo.com;#524b11;9811;false
Friedrich;Fatima.Runte16@hotmail.com;#07587f;7693;true
Cara;Viola56@hotmail.com;#1a3e77;8629;false
Carson;Richard_Ratke@yahoo.com;#21472b;8633;true
Kelsi;Mervin_Crist-Koepp80@hotmail.com;#285760;1408;true
Elena;Ozella_Metz@yahoo.com;#0f0d76;7027;true
Veda;Ottis_Schneider@hotmail.com;#746931;8920;true
Eleonore;Shannon.Legros91@hotmail.com;#04801b;2707;false
Hermina;Mckenzie75@gmail.com;#5e4d5a;1914;false
Freddy;Bernhard.Harris@gmail.com;#1c3680;4765;true
Liza;Brando35@hotmail.com;#3a2f39;5055;true
Mariane;Brandt_Murphy-Bogan73@hotmail.com;#2a605d;1624;true
Amiya;Lilian_Goyette91@yahoo.com;#264448;8962;false
Emmalee;Reid.Labadie@hotmail.com;#164332;9394;true
Gerald;Griffin_Schiller@hotmail.com;#3e7457;2881;false
Dewayne;Ida89@gmail.com;#541d18;2547;false
Serenity;Dortha26@yahoo.com;#3c5f27;3495;true
Janie;Romaine_Bailey15@gmail.com;#6d375c;9937;false
Rudolph;Benton.Yost54@hotmail.com;#486935;8708;true
Emma;Daija.Armstrong-Gusikowski@gmail.com;#183d02;7675;false
Adolfo;Orpha_Smitham58@yahoo.com;#5b782b;8969;false
Wilford;Lilla96@hotmail.com;#275f67;8908;false
Arnoldo;Edison.Wilderman@yahoo.com;#1f4830;2383;true
Lottie;Kaylah35@yahoo.com;#67765d;3355;false
Jazmyne;Virginia_Glover@hotmail.com;#515b27;7018;true
Darrick;Granville.Larkin@hotmail.com;#77214a;8340;false
Kaleigh;Marley3@gmail.com;#5b675f;5186;true
Ottis;Gerson.Gleichner87@gmail.com;#5a7a6b;1963;true
Chandler;Javonte52@yahoo.com;#2f2f52;1854;false
Tiara;Buster_Goyette@yahoo.com;#663d43;7127;false
Marcelle;Judge_Feest@gmail.com;#721d7d;1089;false
Virgie;Aletha67@hotmail.com;#1c620c;8171;false
Dameon;Tressa53@hotmail.com;#214f2c;8566;false
